Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2007,1,2,2,1629,1615,1841,1825,WN,772,N245,72,70,53,16,14,BHM,JAX,365,8,11,0,,0,0,0,2,0,14
2007,1,2,2,1135,1120,1316,1335,WN,1073,N780,221,255,213,-19,15,BHM,LAS,1618,2,6,0,,0,0,0,0,0,0
2007,1,2,2,1545,1545,1814,1810,WN,557,N378SW,89,85,74,4,0,BHM,MCO,478,6,9,0,,0,0,0,0,0,0
2007,1,2,2,1029,1020,1253,1245,WN,2684,N654SW,84,85,72,8,9,BHM,MCO,478,6,6,0,,0,0,0,0,0,0
2007,1,2,2,723,725,858,905,WN,945,N433,95,100,80,-7,-2,BHM,MDW,570,6,9,0,,0,0,0,0,0,0
2007,1,2,2,1616,1605,1753,1750,WN,2253,N495,97,105,87,3,11,BHM,MDW,570,3,7,0,,0,0,0,0,0,0
2007,1,2,2,1717,1635,1948,1935,WN,1243,N498,211,240,199,13,42,BHM,PHX,1455,5,7,0,,0,0,0,0,0,0
2007,1,2,2,914,915,1110,1120,WN,172,N426,56,65,46,-10,-1,BHM,SDF,323,3,7,0,,0,0,0,0,0,0
2007,1,2,2,1517,1515,1723,1720,WN,1929,N732,66,65,50,3,2,BHM,SDF,323,6,10,0,,0,0,0,0,0,0
2007,1,2,2,737,740,859,900,WN,1565,N488,82,80,58,-1,-3,BHM,STL,410,17,7,0,,0,0,0,0,0,0
2007,1,2,2,946,950,1208,1210,WN,554,N400,82,80,69,-2,-4,BHM,TPA,460,3,10,0,,0,0,0,0,0,0
2007,1,2,2,2031,2015,2249,2235,WN,794,N457,78,80,67,14,16,BHM,TPA,460,4,7,0,,0,0,0,0,0,0
2007,1,2,2,1256,1250,1504,1510,WN,500,N514,128,140,114,-6,6,BNA,AUS,756,3,11,0,,0,0,0,0,0,0
2007,1,2,2,810,800,1015,1020,WN,1910,N240,125,140,111,-5,10,BNA,AUS,756,4,10,0,,0,0,0,0,0,0
2007,1,2,2,1706,1645,1921,1905,WN,2979,N605SW,135,140,120,16,21,BNA,AUS,756,4,11,0,,0,1,0,0,0,15
2007,1,2,2,1448,1430,1746,1745,WN,123,N731,118,135,107,1,18,BNA,BDL,852,3,8,0,,0,0,0,0,0,0
2007,1,2,2,840,820,921,905,WN,325,N766,41,45,31,16,20,BNA,BHM,177,2,8,0,,0,6,0,0,0,10
2007,1,2,2,1527,1520,1610,1610,WN,1243,N498,43,50,32,0,7,BNA,BHM,177,3,8,0,,0,0,0,0,0,0
2007,1,2,2,1233,1225,1514,1505,WN,333,N227,101,100,89,9,8,BNA,BWI,588,3,9,0,,0,0,0,0,0,0
2007,1,2,2,616,615,853,900,WN,426,N757,97,105,83,-7,1,BNA,BWI,588,3,11,0,,0,0,0,0,0,0
2007,1,2,2,1521,1450,1801,1730,WN,825,N467,100,100,87,31,31,BNA,BWI,588,4,9,0,,0,16,0,0,0,15
2007,1,2,2,1956,1945,2223,2220,WN,1268,N496,87,95,75,3,11,BNA,BWI,588,2,10,0,,0,0,0,0,0,0
2007,1,2,2,850,830,1130,1110,WN,1277,N301SW,100,100,87,20,20,BNA,BWI,588,3,10,0,,0,7,0,0,0,13
2007,1,2,2,1801,1705,2042,1945,WN,1350,N395SW,101,100,87,57,56,BNA,BWI,588,3,11,0,,0,5,0,1,0,51
2007,1,2,2,1105,1105,1347,1345,WN,2127,N375,102,100,91,2,0,BNA,BWI,588,3,8,0,,0,0,0,0,0,0
2007,1,2,2,2220,2125,39,2355,WN,2658,N207,79,90,70,44,55,BNA,BWI,588,2,7,0,,0,0,0,0,0,44
2007,1,2,2,639,640,856,905,WN,546,N793,77,85,63,-9,-1,BNA,CLE,448,4,10,0,,0,0,0,0,0,0
2007,1,2,2,1142,1140,1404,1405,WN,653,N741,82,85,68,-1,2,BNA,CLE,448,6,8,0,,0,0,0,0,0,0
2007,1,2,2,1958,1920,2214,2145,WN,1532,N690SW,76,85,65,29,38,BNA,CLE,448,3,8,0,,0,0,0,0,0,29
2007,1,2,2,1702,1640,1930,1905,WN,1601,N480,88,85,68,25,22,BNA,CLE,448,11,9,0,,0,22,0,3,0,0
2007,1,2,2,1953,1945,2156,2155,WN,680,N663SW,63,70,51,1,8,BNA,CMH,338,4,8,0,,0,0,0,0,0,0
2007,1,2,2,921,920,1124,1130,WN,715,N222,63,70,50,-6,1,BNA,CMH,338,3,10,0,,0,0,0,0,0,0
2007,1,2,2,842,835,1029,1025,WN,1121,N634SW,167,170,150,4,7,BNA,DEN,1013,7,10,0,,0,0,0,0,0,0
2007,1,2,2,1159,1205,1425,1435,WN,1447,N767,86,90,69,-10,-6,BNA,DTW,457,5,12,0,,0,0,0,0,0,0
2007,1,2,2,806,805,1028,1035,WN,2281,N730MA,82,90,68,-7,1,BNA,DTW,457,4,10,0,,0,0,0,0,0,0
2007,1,2,2,2035,2010,2257,2240,WN,2701,N609SW,82,90,70,17,25,BNA,DTW,457,4,8,0,,0,4,0,0,0,13
2007,1,2,2,922,925,1227,1230,WN,140,N732,125,125,111,-3,-3,BNA,FLL,793,4,10,0,,0,0,0,0,0,0
2007,1,2,2,2008,1920,2307,2225,WN,164,N743,119,125,108,42,48,BNA,FLL,793,3,8,0,,0,34,0,0,0,8
2007,1,2,2,1355,1355,1554,1600,WN,608,N365,119,125,106,-6,0,BNA,HOU,670,5,8,0,,0,0,0,0,0,0
2007,1,2,2,714,715,910,925,WN,611,N234,116,130,104,-15,-1,BNA,HOU,670,3,9,0,,0,0,0,0,0,0
2007,1,2,2,2017,2010,2205,2215,WN,1023,N367,108,125,97,-10,7,BNA,HOU,670,5,6,0,,0,0,0,0,0,0
2007,1,2,2,1802,1655,2008,1905,WN,2388,N671SW,126,130,106,63,67,BNA,HOU,670,7,13,0,,0,6,0,0,0,57
2007,1,2,2,916,915,1110,1120,WN,2525,N613SW,114,125,102,-10,1,BNA,HOU,670,2,10,0,,0,0,0,0,0,0
2007,1,2,2,847,805,1107,1025,WN,878,N671SW,80,80,69,42,42,BNA,JAX,484,4,7,0,,0,0,0,0,0,42
2007,1,2,2,2013,2015,2236,2235,WN,1296,N354,83,80,70,1,-2,BNA,JAX,484,5,8,0,,0,0,0,0,0,0
2007,1,2,2,1242,1240,1501,1500,WN,2644,N698SW,79,80,67,1,2,BNA,JAX,484,5,7,0,,0,0,0,0,0,0
2007,1,2,2,1710,1630,1927,1855,WN,2812,N339,77,85,65,32,40,BNA,JAX,484,4,8,0,,0,2,0,0,0,30
2007,1,2,2,2115,2115,2250,2325,WN,805,N731,215,250,204,-35,0,BNA,LAS,1588,4,7,0,,0,0,0,0,0,0
2007,1,2,2,1059,1050,1243,1305,WN,1922,N766,224,255,209,-22,9,BNA,LAS,1588,6,9,0,,0,0,0,0,0,0
2007,1,2,2,750,750,926,1005,WN,2073,N748SW,216,255,202,-39,0,BNA,LAS,1588,4,10,0,,0,0,0,0,0,0
2007,1,2,2,1527,1530,1708,1745,WN,2279,N256,221,255,208,-37,-3,BNA,LAS,1588,3,10,0,,0,0,0,0,0,0
2007,1,2,2,1827,1825,2028,2105,WN,367,N210,241,280,227,-37,2,BNA,LAX,1797,8,6,0,,0,0,0,0,0,0
2007,1,2,2,900,855,1102,1135,WN,436,N286,242,280,226,-33,5,BNA,LAX,1797,7,9,0,,0,0,0,0,0,0
2007,1,2,2,1359,1345,1559,1625,WN,1047,N224,240,280,228,-26,14,BNA,LAX,1797,4,8,0,,0,0,0,0,0,0
2007,1,2,2,1749,1750,1924,1930,WN,158,N657SW,95,100,78,-6,-1,BNA,MCI,491,5,12,0,,0,0,0,0,0,0
2007,1,2,2,2042,2020,2212,2155,WN,438,N227,90,95,77,17,22,BNA,MCI,491,6,7,0,,0,11,0,0,0,6
2007,1,2,2,646,645,822,825,WN,1117,N384SW,96,100,83,-3,1,BNA,MCI,491,4,9,0,,0,0,0,0,0,0
2007,1,2,2,1052,1045,1222,1230,WN,1124,N751,90,105,78,-8,7,BNA,MCI,491,4,8,0,,0,0,0,0,0,0
2007,1,2,2,625,625,904,910,WN,215,N207,99,105,85,-6,0,BNA,MCO,616,6,8,0,,0,0,0,0,0,0
2007,1,2,2,2045,2030,2319,2310,WN,284,N480,94,100,83,9,15,BNA,MCO,616,3,8,0,,0,0,0,0,0,0
2007,1,2,2,910,900,1150,1145,WN,1384,N380SW,100,105,87,5,10,BNA,MCO,616,5,8,0,,0,0,0,0,0,0
2007,1,2,2,1240,1235,1536,1515,WN,2507,N664WN,116,100,97,21,5,BNA,MCO,616,7,12,0,,0,0,0,21,0,0
2007,1,2,2,1715,1630,2000,1915,WN,2713,N205,105,105,88,45,45,BNA,MCO,616,8,9,0,,0,10,0,0,0,35
2007,1,2,2,1831,1805,1945,1925,WN,266,N749SW,74,80,63,20,26,BNA,MDW,395,4,7,0,,0,8,0,0,0,12
2007,1,2,2,1233,1150,1350,1310,WN,505,N671SW,77,80,62,40,43,BNA,MDW,395,4,11,0,,0,0,0,0,0,40
2007,1,2,2,1739,1720,1856,1845,WN,726,N675,77,85,60,11,19,BNA,MDW,395,4,13,0,,0,0,0,0,0,0
2007,1,2,2,1602,1535,1713,1700,WN,999,N441,71,85,60,13,27,BNA,MDW,395,4,7,0,,0,0,0,0,0,0
2007,1,2,2,1034,1040,1151,1200,WN,1008,N513,77,80,62,-9,-6,BNA,MDW,395,4,11,0,,0,0,0,0,0,0
2007,1,2,2,2210,2100,2327,2220,WN,2160,N318,77,80,63,67,70,BNA,MDW,395,5,9,0,,0,67,0,0,0,0
2007,1,2,2,656,655,816,820,WN,2829,N502,80,85,63,-4,1,BNA,MDW,395,6,11,0,,0,0,0,0,0,0
2007,1,2,2,819,815,938,940,WN,3075,N344,79,85,60,-2,4,BNA,MDW,395,6,13,0,,0,0,0,0,0,0
2007,1,2,2,1006,1010,1134,1140,WN,660,N657SW,88,90,75,-6,-4,BNA,MSY,471,3,10,0,,0,0,0,0,0,0
2007,1,2,2,1815,1745,1931,1915,WN,2054,N246,76,90,69,16,30,BNA,MSY,471,2,5,0,,0,7,0,0,0,9
2007,1,2,2,1307,1305,1532,1600,WN,1287,N789,265,295,251,-28,2,BNA,OAK,1959,5,9,0,,0,0,0,0,0,0
2007,1,2,2,1606,1610,1804,1840,WN,2051,N255,238,270,224,-36,-4,BNA,ONT,1751,5,9,0,,0,0,0,0,0,0
2007,1,2,2,841,840,1127,1135,WN,1589,N480,106,115,91,-8,1,BNA,PHL,675,5,10,0,,0,0,0,0,0,0
2007,1,2,2,2034,2005,2320,2300,WN,3003,N697SW,106,115,88,20,29,BNA,PHL,675,8,10,0,,0,10,0,0,0,10
2007,1,2,2,1618,1555,1844,1855,WN,515,N424,206,240,192,-11,23,BNA,PHX,1448,6,8,0,,0,0,0,0,0,0
2007,1,2,2,907,905,1138,1210,WN,2049,N219,211,245,195,-32,2,BNA,PHX,1448,7,9,0,,0,0,0,0,0,0
2007,1,2,2,2040,2020,2306,2310,WN,2521,N466,206,230,189,-4,20,BNA,PHX,1448,6,11,0,,0,0,0,0,0,0
2007,1,2,2,1241,1150,1510,1445,WN,2875,N742,209,235,192,25,51,BNA,PHX,1448,8,9,0,,0,9,0,0,0,16
2007,1,2,2,1519,1520,1822,1835,WN,1050,N787,123,135,110,-13,-1,BNA,PVD,907,5,8,0,,0,0,0,0,0,0
2007,1,2,2,2028,1955,2242,2210,WN,179,N634SW,74,75,64,32,33,BNA,RDU,443,2,8,0,,0,6,0,0,0,26
2007,1,2,2,638,635,902,855,WN,262,N452,84,80,68,7,3,BNA,RDU,443,6,10,0,,0,0,0,0,0,0
2007,1,2,2,1351,1345,1606,1605,WN,286,N420,75,80,65,1,6,BNA,RDU,443,2,8,0,,0,0,0,0,0,0
2007,1,2,2,1027,920,1245,1140,WN,1070,N605SW,78,80,68,65,67,BNA,RDU,443,3,7,0,,0,10,0,0,0,55
2007,1,2,2,1822,1730,2036,1950,WN,2459,N405,74,80,64,46,52,BNA,RDU,443,2,8,0,,0,19,0,0,0,27
2007,1,2,2,1840,1820,2036,2050,WN,586,N436,236,270,217,-14,20,BNA,SAN,1751,2,17,0,,0,0,0,0,0,0
2007,1,2,2,818,815,1008,1045,WN,1290,N455,230,270,219,-37,3,BNA,SAN,1751,2,9,0,,0,0,0,0,0,0
2007,1,2,2,1919,1830,2130,2100,WN,453,N406,131,150,121,30,49,BNA,SAT,822,2,8,0,,0,0,0,0,0,30
2007,1,2,2,854,855,1105,1125,WN,1312,N779,131,150,118,-20,-1,BNA,SAT,822,2,11,0,,0,0,0,0,0,0
2007,1,2,2,1456,1420,1744,1720,WN,169,N776,288,300,274,24,36,BNA,SEA,1977,5,9,0,,0,3,0,0,0,21
2007,1,2,2,640,640,926,925,WN,245,N655WN,106,105,92,1,0,BNA,TPA,612,4,10,0,,0,0,0,0,0,0
2007,1,2,2,1300,1300,1541,1540,WN,545,N627SW,101,100,89,1,0,BNA,TPA,612,4,8,0,,0,0,0,0,0,0
2007,1,2,2,1809,1745,2049,2030,WN,1247,N356,100,105,90,19,24,BNA,TPA,612,3,7,0,,0,3,0,0,0,16
2007,1,2,2,2202,2110,40,2350,WN,1376,N386SW,98,100,84,50,52,BNA,TPA,612,4,10,0,,0,0,0,0,0,50
2007,1,2,2,1025,1025,1309,1310,WN,1576,N374SW,104,105,89,-1,0,BNA,TPA,612,5,10,0,,0,0,0,0,0,0
2007,1,2,2,1511,1505,1510,1505,WN,229,N696SW,59,60,47,5,6,BOI,GEG,287,5,7,0,,0,0,0,0,0,0
2007,1,2,2,2111,2115,2105,2115,WN,631,N490,54,60,46,-10,-4,BOI,GEG,287,2,6,0,,0,0,0,0,0,0
2007,1,2,2,1123,1120,1119,1120,WN,1474,N327,56,60,46,-1,3,BOI,GEG,287,4,6,0,,0,0,0,0,0,0
2007,1,2,2,1531,1450,1600,1535,WN,689,N777,89,105,76,25,41,BOI,LAS,520,4,9,0,,0,4,0,0,0,21
2007,1,2,2,905,905,929,945,WN,1377,N355,84,100,74,-16,0,BOI,LAS,520,3,7,0,,0,0,0,0,0,0
2007,1,2,2,600,600,634,645,WN,429,N734SW,94,105,78,-11,0,BOI,OAK,511,8,8,0,,0,0,0,0,0,0
2007,1,2,2,1430,1400,1507,1445,WN,1700,N632SW,97,105,81,22,30,BOI,OAK,511,5,11,0,,0,4,0,0,0,18
2007,1,2,2,1131,1130,1142,1145,WN,548,N672SW,71,75,62,-3,1,BOI,PDX,344,2,7,0,,0,0,0,0,0,0
2007,1,2,2,1738,1720,1755,1735,WN,925,N335,77,75,67,20,18,BOI,PDX,344,3,7,0,,0,1,0,2,0,17
2007,1,2,2,707,710,721,725,WN,1766,N411,74,75,61,-4,-3,BOI,PDX,344,3,10,0,,0,0,0,0,0,0
2007,1,2,2,1535,1525,1722,1735,WN,3404,N330SW,107,130,93,-13,10,BOI,PHX,735,4,10,0,,0,0,0,0,0,0
2007,1,2,2,1300,1300,1301,1305,WN,303,N343,61,65,48,-4,0,BOI,RNO,335,5,8,0,,0,0,0,0,0,0
2007,1,2,2,2034,2035,2038,2040,WN,306,N614SW,64,65,51,-2,-1,BOI,RNO,335,4,9,0,,0,0,0,0,0,0
2007,1,2,2,839,840,839,845,WN,1130,N302SW,60,65,48,-6,-1,BOI,RNO,335,5,7,0,,0,0,0,0,0,0
2007,1,2,2,1305,1225,1339,1250,WN,523,N669SW,94,85,84,49,40,BOI,SEA,399,5,5,0,,0,0,0,49,0,0
2007,1,2,2,644,645,705,710,WN,2117,N630WN,81,85,68,-5,-1,BOI,SEA,399,5,8,0,,0,0,0,0,0,0
2007,1,2,2,1849,1840,1911,1900,WN,2532,N661SW,82,80,72,11,9,BOI,SEA,399,4,6,0,,0,0,0,0,0,0
2007,1,2,2,1633,1555,1725,1655,WN,433,N319,52,60,42,30,38,BOI,SLC,291,3,7,0,,0,5,0,0,0,25
2007,1,2,2,620,620,716,720,WN,1536,N611SW,56,60,44,-4,0,BOI,SLC,291,5,7,0,,0,0,0,0,0,0
2007,1,2,2,1029,1010,1120,1110,WN,1667,N411,51,60,42,10,19,BOI,SLC,291,2,7,0,,0,0,0,0,0,0
2007,1,2,2,833,830,930,935,WN,211,N638SW,57,65,47,-5,3,BUF,BWI,281,3,7,0,,0,0,0,0,0,0
2007,1,2,2,2011,1955,2108,2100,WN,230,N703SW,57,65,46,8,16,BUF,BWI,281,4,7,0,,0,0,0,0,0,0
2007,1,2,2,1804,1805,1903,1915,WN,263,N372,59,70,47,-12,-1,BUF,BWI,281,3,9,0,,0,0,0,0,0,0
2007,1,2,2,1046,1045,1142,1150,WN,671,N418,56,65,45,-8,1,BUF,BWI,281,3,8,0,,0,0,0,0,0,0
2007,1,2,2,1227,1230,1326,1335,WN,961,N717SA,59,65,49,-9,-3,BUF,BWI,281,3,7,0,,0,0,0,0,0,0
2007,1,2,2,700,655,756,800,WN,1065,N253,56,65,46,-4,5,BUF,BWI,281,3,7,0,,0,0,0,0,0,0
2007,1,2,2,1521,1510,1616,1615,WN,1161,N359,55,65,47,1,11,BUF,BWI,281,2,6,0,,0,0,0,0,0,0
2007,1,2,2,1359,1400,1528,1605,WN,292,N483,269,305,251,-37,-1,BUF,LAS,1987,5,13,0,,0,0,0,0,0,0
2007,1,2,2,1900,1845,2137,2120,WN,926,N664WN,157,155,144,17,15,BUF,MCO,1011,5,8,0,,0,0,0,2,0,15
2007,1,2,2,712,710,954,1000,WN,2716,N609SW,162,170,144,-6,2,BUF,MCO,1011,5,13,0,,0,0,0,0,0,0
2007,1,2,2,1623,1625,1700,1710,WN,368,N366,97,105,87,-10,-2,BUF,MDW,468,4,6,0,,0,0,0,0,0,0
2007,1,2,2,746,745,817,830,WN,1166,N479,91,105,79,-13,1,BUF,MDW,468,3,9,0,,0,0,0,0,0,0
2007,1,2,2,1058,1100,1143,1145,WN,1463,N491,105,105,85,-2,-2,BUF,MDW,468,5,15,0,,0,0,0,0,0,0
2007,1,2,2,1727,1710,2002,2005,WN,2512,N739,275,295,246,-3,17,BUF,PHX,1912,7,22,0,,0,0,0,0,0,0
2007,1,2,2,1709,1645,1955,1935,WN,2094,N397SW,166,170,153,20,24,BUF,TPA,1054,5,8,0,,0,0,0,0,0,20
2007,1,2,2,1236,1235,1338,1335,WN,239,N714CB,62,60,45,3,1,BUR,LAS,223,4,13,0,,0,0,0,0,0,0
2007,1,2,2,1010,1010,1104,1110,WN,285,N432,54,60,43,-6,0,BUR,LAS,223,4,7,0,,0,0,0,0,0,0
2007,1,2,2,1623,1620,1730,1725,WN,492,N343,67,65,48,5,3,BUR,LAS,223,5,14,0,,0,0,0,0,0,0
2007,1,2,2,1803,1800,1905,1900,WN,551,N483,62,60,45,5,3,BUR,LAS,223,5,12,0,,0,0,0,0,0,0
2007,1,2,2,749,745,852,845,WN,735,N333,63,60,51,7,4,BUR,LAS,223,3,9,0,,0,0,0,0,0,0
2007,1,2,2,704,700,808,800,WN,777,N715SW,64,60,44,8,4,BUR,LAS,223,4,16,0,,0,0,0,0,0,0
2007,1,2,2,1509,1510,1611,1610,WN,908,N370,62,60,48,1,-1,BUR,LAS,223,3,11,0,,0,0,0,0,0,0
2007,1,2,2,813,815,913,915,WN,1144,N636WN,60,60,47,-2,-2,BUR,LAS,223,2,11,0,,0,0,0,0,0,0
2007,1,2,2,1850,1840,1952,1940,WN,1178,N240,62,60,45,12,10,BUR,LAS,223,3,14,0,,0,0,0,0,0,0
2007,1,2,2,2118,2120,2236,2220,WN,1210,N792,78,60,46,16,-2,BUR,LAS,223,4,28,0,,0,0,0,16,0,0
2007,1,2,2,1057,1100,1158,1200,WN,1649,N647SW,61,60,46,-2,-3,BUR,LAS,223,3,12,0,,0,0,0,0,0,0
2007,1,2,2,1420,1420,1518,1520,WN,1729,N422,58,60,47,-2,0,BUR,LAS,223,2,9,0,,0,0,0,0,0,0
2007,1,2,2,1943,1945,2042,2045,WN,1735,N754,59,60,44,-3,-2,BUR,LAS,223,3,12,0,,0,0,0,0,0,0
2007,1,2,2,1733,1725,1842,1840,WN,161,N662SW,69,75,52,2,8,BUR,OAK,325,5,12,0,,0,0,0,0,0,0
2007,1,2,2,1940,1940,2049,2050,WN,267,N785,69,70,54,-1,0,BUR,OAK,325,3,12,0,,0,0,0,0,0,0
2007,1,2,2,1207,1200,1314,1310,WN,300,N670SW,67,70,53,4,7,BUR,OAK,325,6,8,0,,0,0,0,0,0,0
2007,1,2,2,1834,1810,1946,1925,WN,307,N792,72,75,57,21,24,BUR,OAK,325,4,11,0,,0,5,0,0,0,16
2007,1,2,2,1512,1515,1617,1630,WN,485,N685,65,75,51,-13,-3,BUR,OAK,325,4,10,0,,0,0,0,0,0,0
2007,1,2,2,1906,1905,2025,2015,WN,558,N766,79,70,55,10,1,BUR,OAK,325,5,19,0,,0,0,0,0,0,0
2007,1,2,2,2040,2045,2146,2155,WN,677,N222,66,70,55,-9,-5,BUR,OAK,325,4,7,0,,0,0,0,0,0,0
2007,1,2,2,1022,1025,1122,1135,WN,1279,N252,60,70,50,-13,-3,BUR,OAK,325,3,7,0,,0,0,0,0,0,0
2007,1,2,2,1647,1640,1754,1750,WN,1663,N754,67,70,54,4,7,BUR,OAK,325,4,9,0,,0,0,0,0,0,0
2007,1,2,2,1610,1610,1724,1725,WN,2128,N411,74,75,56,-1,0,BUR,OAK,325,4,14,0,,0,0,0,0,0,0
2007,1,2,2,854,855,1000,1010,WN,2500,N661SW,66,75,52,-10,-1,BUR,OAK,325,4,10,0,,0,0,0,0,0,0
2007,1,2,2,801,800,906,910,WN,2609,N645SW,65,70,54,-4,1,BUR,OAK,325,4,7,0,,0,0,0,0,0,0
2007,1,2,2,1355,1355,1504,1505,WN,2616,N645SW,69,70,54,-1,0,BUR,OAK,325,3,12,0,,0,0,0,0,0,0
2007,1,2,2,947,930,1058,1045,WN,2686,N326,71,75,57,13,17,BUR,OAK,325,5,9,0,,0,0,0,0,0,0
2007,1,2,2,725,725,835,835,WN,2693,N438,70,70,55,0,0,BUR,OAK,325,4,11,0,,0,0,0,0,0,0
2007,1,2,2,1232,1230,1338,1345,WN,2781,N315SW,66,75,52,-7,2,BUR,OAK,325,4,10,0,,0,0,0,0,0,0
2007,1,2,2,1242,1235,1521,1455,WN,136,N217,99,80,77,26,7,BUR,PHX,369,6,16,0,,0,7,0,19,0,0
2007,1,2,2,2049,2050,2258,2305,WN,348,N307SW,69,75,59,-7,-1,BUR,PHX,369,3,7,0,,0,0,0,0,0,0
2007,1,2,2,1955,1955,2217,2215,WN,760,N638SW,82,80,68,2,0,BUR,PHX,369,6,8,0,,0,0,0,0,0,0
2007,1,2,2,1620,1540,1848,1805,WN,1534,N642WN,88,85,71,43,40,BUR,PHX,369,9,8,0,,0,0,0,21,0,22
2007,1,2,2,702,700,926,925,WN,1617,N225,84,85,72,1,2,BUR,PHX,369,4,8,0,,0,0,0,0,0,0
2007,1,2,2,2124,2130,2330,2345,WN,1623,N424,66,75,55,-15,-6,BUR,PHX,369,2,9,0,,0,0,0,0,0,0
2007,1,2,2,1325,1325,1558,1540,WN,1682,N304SW,93,75,68,18,0,BUR,PHX,369,13,12,0,,0,0,0,18,0,0
2007,1,2,2,830,835,1045,1100,WN,1921,N778,75,85,59,-15,-5,BUR,PHX,369,8,8,0,,0,0,0,0,0,0
2007,1,2,2,1811,1810,2020,2035,WN,1986,N628SW,69,85,57,-15,1,BUR,PHX,369,3,9,0,,0,0,0,0,0,0
2007,1,2,2,1008,1010,1250,1235,WN,2054,N246,102,85,59,15,-2,BUR,PHX,369,31,12,0,,0,0,0,15,0,0
2007,1,2,2,716,715,813,825,WN,182,N602SW,57,70,48,-12,1,BUR,SJC,296,1,8,0,,0,0,0,0,0,0
2007,1,2,2,955,945,1057,1050,WN,242,N642WN,62,65,50,7,10,BUR,SJC,296,3,9,0,,0,0,0,0,0,0
2007,1,2,2,1103,1105,1204,1210,WN,322,N645SW,61,65,48,-6,-2,BUR,SJC,296,4,9,0,,0,0,0,0,0,0
2007,1,2,2,1216,1215,1316,1320,WN,815,N445,60,65,51,-4,1,BUR,SJC,296,2,7,0,,0,0,0,0,0,0
2007,1,2,2,1609,1610,1710,1715,WN,1307,N416,61,65,48,-5,-1,BUR,SJC,296,2,11,0,,0,0,0,0,0,0
2007,1,2,2,1459,1445,1603,1550,WN,1505,N308SW,64,65,51,13,14,BUR,SJC,296,3,10,0,,0,0,0,0,0,0
2007,1,2,2,1412,1355,1512,1500,WN,1953,N647SW,60,65,50,12,17,BUR,SJC,296,3,7,0,,0,0,0,0,0,0
2007,1,2,2,2130,2010,2232,2115,WN,2311,N325,62,65,51,77,80,BUR,SJC,296,2,9,0,,0,0,0,0,0,77
2007,1,2,2,1815,1800,1917,1905,WN,2660,N307SW,62,65,51,12,15,BUR,SJC,296,3,8,0,,0,0,0,0,0,0
2007,1,2,2,754,705,914,825,WN,137,N476,80,80,64,49,49,BUR,SMF,358,6,10,0,,0,49,0,0,0,0
2007,1,2,2,1638,1630,1752,1745,WN,334,N682,74,75,62,7,8,BUR,SMF,358,3,9,0,,0,0,0,0,0,0
2007,1,2,2,2045,2025,2201,2140,WN,562,N715SW,76,75,65,21,20,BUR,SMF,358,4,7,0,,0,7,0,1,0,13
2007,1,2,2,1848,1835,2009,1950,WN,701,N665WN,81,75,64,19,13,BUR,SMF,358,8,9,0,,0,5,0,6,0,8
2007,1,2,2,1100,1025,1221,1140,WN,1355,N476,81,75,66,41,35,BUR,SMF,358,5,10,0,,0,0,0,6,0,35
2007,1,2,2,819,815,932,930,WN,1614,N340,73,75,62,2,4,BUR,SMF,358,3,8,0,,0,0,0,0,0,0
2007,1,2,2,2115,2115,2225,2230,WN,1781,N261,70,75,59,-5,0,BUR,SMF,358,3,8,0,,0,0,0,0,0,0
2007,1,2,2,1319,1320,1430,1435,WN,2018,N231,71,75,59,-5,-1,BUR,SMF,358,4,8,0,,0,0,0,0,0,0
2007,1,2,2,1253,1230,1411,1345,WN,2309,N642WN,78,75,63,26,23,BUR,SMF,358,4,11,0,,0,10,0,3,0,13
2007,1,2,2,1700,1700,1811,1815,WN,2664,N645SW,71,75,59,-4,0,BUR,SMF,358,3,9,0,,0,0,0,0,0,0
2007,1,2,2,1701,1650,1916,1920,WN,2081,N729SW,255,270,229,-4,11,BWI,ABQ,1670,15,11,0,,0,0,0,0,0,0
2007,1,2,2,1443,1430,1546,1540,WN,163,N367,63,70,53,6,13,BWI,ALB,288,2,8,0,,0,0,0,0,0,0
2007,1,2,2,716,715,829,825,WN,330,N389SW,73,70,56,4,1,BWI,ALB,288,3,14,0,,0,0,0,0,0,0
2007,1,2,2,1858,1835,2003,1945,WN,522,N611SW,65,70,53,18,23,BWI,ALB,288,3,9,0,,0,4,0,0,0,14
2007,1,2,2,1546,1545,1650,1655,WN,1002,N323,64,70,53,-5,1,BWI,ALB,288,3,8,0,,0,0,0,0,0,0
2007,1,2,2,1210,1135,1316,1240,WN,1277,N301SW,66,65,53,36,35,BWI,ALB,288,3,10,0,,0,15,0,1,0,20
2007,1,2,2,2248,2030,2348,2135,WN,1630,N601WN,60,65,49,133,138,BWI,ALB,288,3,8,0,,0,4,0,0,0,129
2007,1,2,2,909,910,1013,1020,WN,2758,N606SW,64,70,52,-7,-1,BWI,ALB,288,3,9,0,,0,0,0,0,0,0
2007,1,2,2,1841,1830,2110,2120,WN,1721,N409,209,230,193,-10,11,BWI,AUS,1342,4,12,0,,0,0,0,0,0,0
